Draw,Date,Winning Number 1,2,3,4,5,6,Supplementary Number 1,2,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize
3435,2014-06-21,1,12,28,31,32,34,8,24,,2,4,2,4,1,1,1,3,0,5,852338.18,52,11146.65,1076,1162.45,55583,34.05,152127,20.85,374133,10.95
3433,2014-06-14,11,13,16,19,27,35,24,36,19,4,2,5,1,0,4,1,1,0,14,292341.22,69,8060.15,1577,761.00,82624,21.95,155886,19.55,290764,13.50
3431,2014-06-07,1,19,20,36,38,41,10,29,"1,20",3,3,3,3,1,2,0,2,1,3,1348037.55,67,8210.60,954,1244.30,50500,35.55,143465,21.00,325296,11.95
3429,2014-05-31,1,13,20,26,37,45,22,27,"13,37,45",3,3,4,2,1,2,1,1,1,6,687270.59,81,6915.80,1291,936.35,62139,29.40,156676,19.55,353484,11.20
3427,2014-05-24,11,13,28,37,43,45,26,27,,2,4,5,1,0,2,1,1,2,6,677974.83,115,4809.00,1367,873.00,62188,29.00,165944,18.25,298276,13.10
3425,2014-05-17,8,9,22,25,36,42,28,33,22,3,3,2,4,2,0,2,1,1,19,1105263.16,205,6846.55,3115,972.30,153253,29.90,378121,20.30,764204,12.95
3423,2014-05-10,10,13,16,22,39,45,2,9,,4,2,3,3,1,2,1,1,1,5,859575.94,57,10251.65,1088,1158.95,56543,33.70,145809,21.95,357428,11.55
3421,2014-05-03,1,12,14,19,37,41,7,23,12,4,2,4,2,1,3,0,1,1,9,450863.54,70,7885.95,1033,1153.15,54765,32.90,157930,19.15,414855,9.40
3419,2014-04-26,12,20,24,32,39,45,3,29,,2,4,2,4,0,2,1,2,1,3,1336135.16,53,10282.10,939,1252.35,47805,37.20,130021,22.95,318113,12.10
3417,2014-04-19,3,7,17,23,25,26,10,15,,3,3,5,1,2,1,3,0,0,10,422393.92,97,5895.35,2004,615.75,87057,21.45,194815,16.05,360962,11.15
3415,2014-04-12,13,18,20,21,28,45,23,41,,4,2,3,3,0,3,2,0,1,4,1015213.50,52,10587.15,1115,1065.45,62917,28.55,147831,20.40,260153,14.90
3413,2014-04-05,1,22,24,29,36,39,6,45,"22,29",2,4,3,3,1,0,3,2,0,7,583868.36,47,11792.50,958,1248.45,51506,35.10,134822,22.50,272248,14.35
3411,2014-03-29,10,21,22,26,29,41,25,27,29,3,3,3,3,1,0,4,0,1,11,1909090.91,153,8993.85,2764,1074.30,145555,30.85,362197,20.80,779391,12.45
3409,2014-03-22,4,12,18,19,29,33,17,43,33,4,2,3,3,1,3,1,1,0,8,526036.14,79,7225.20,1518,811.40,71800,25.95,158653,19.70,279263,14.40
3407,2014-03-15,13,33,36,38,39,43,20,41,38,1,5,4,2,0,1,0,4,1,1,4015702.19,55,9916.55,1078,1091.80,55991,31.80,130232,22.90,263838,14.60
3405,2014-03-08,3,19,27,38,40,42,12,17,,2,4,3,3,1,1,1,2,1,4,1013557.14,62,8871.65,1170,1014.45,57996,30.95,145699,20.65,316729,12.25
3403,2014-03-01,4,13,33,35,39,45,14,29,45,2,4,5,1,1,1,0,3,1,4,1042666.65,61,9278.00,1068,1143.50,54423,33.95,139678,22.20,311500,12.80
3401,2014-02-22,8,12,15,25,26,45,23,28,,3,3,3,3,1,2,2,0,1,6,706653.05,72,7987.90,1163,1067.10,64043,29.30,167026,18.85,358758,11.30
3399,2014-02-15,6,27,28,32,39,40,1,34,6,1,5,2,4,1,0,2,3,0,10,2000000.00,137,10185.70,2778,1083.95,138547,32.85,340047,22.45,692235,14.20
3397,2014-02-08,6,15,17,21,22,42,18,30,,5,1,3,3,1,2,2,0,1,4,1027919.00,40,13976.70,958,1259.30,55735,32.75,146825,20.85,324983,12.15
3395,2014-02-01,11,16,32,40,41,45,7,28,,2,4,3,3,0,2,0,2,2,6,684316.45,42,13242.50,920,1304.55,56285,32.25,145013,21.00,369218,10.60
3393,2014-01-25,30,35,36,37,42,43,5,14,,0,6,3,3,0,0,1,3,2,11,373994.21,40,13961.95,1383,871.40,52379,34.80,121278,25.20,289724,13.60
3391,2014-01-18,1,9,10,13,27,39,15,28,27,4,2,5,1,3,1,1,1,0,8,513011.97,74,7537.70,1356,887.65,68449,26.60,162159,18.85,329345,11.95
3389,2014-01-11,7,14,23,27,38,40,4,8,40,2,4,3,3,1,1,2,2,0,8,520831.15,64,8864.80,1355,903.55,66238,27.95,177687,17.50,395177,10.15
3387,2014-01-04,5,6,10,28,32,40,29,37,40,3,3,1,5,3,0,1,2,0,21,1428571.43,228,9101.25,4485,998.40,224433,30.15,535841,21.20,1116300,13.10
3385,2013-12-28,17,22,24,25,26,40,13,30,17,2,4,2,4,0,1,4,1,0,7,610368.55,69,8400.50,1150,1087.65,61581,30.70,154901,20.50,349102,11.70
3383,2013-12-21,1,3,10,17,20,35,24,34,,5,1,4,2,3,2,0,1,0,2,2071514.70,58,9678.80,1314,921.90,66320,27.60,142442,21.55,269191,14.70
3381,2013-12-14,4,9,14,22,42,45,11,21,,4,2,2,4,2,1,1,0,2,2,1955522.30,44,12088.40,1009,1137.50,50445,34.40,139995,20.80,381644,9.85
3379,2013-12-07,3,7,28,31,38,41,15,37,,2,4,4,2,2,0,1,2,1,6,663112.98,65,8312.50,1244,937.25,57895,30.45,141094,20.95,270566,14.10
3377,2013-11-30,24,27,30,37,43,45,21,22,30,0,6,4,2,0,0,3,1,2,8,506156.04,70,7844.20,1050,1128.45,53338,33.60,139228,21.60,285395,13.55
3375,2013-11-23,5,7,20,30,31,39,9,22,"5,39",3,3,4,2,2,1,1,2,0,5,820160.65,66,8435.00,1042,1152.90,57863,31.40,153566,19.85,329934,11.90
3373,2013-11-16,5,8,15,32,36,39,9,42,32,3,3,3,3,2,1,0,3,0,2,2082597.83,48,11771.00,1026,1188.35,55043,33.50,137915,22.40,271154,14.70
3371,2013-11-09,2,16,20,27,28,32,7,8,"2,32",3,3,1,5,1,2,2,1,0,3,1405750.90,69,8319.65,1060,1168.65,57992,32.30,180254,17.45,399813,10.15
3369,2013-11-02,2,5,23,32,40,43,34,35,,2,4,3,3,2,0,1,2,1,10,2200000.00,143,10056.55,2992,1037.20,148440,31.60,359603,21.90,703136,14.40
3367,2013-10-26,9,13,16,21,33,44,11,20,,4,2,4,2,1,2,1,1,1,4,1049492.46,61,9330.70,1230,998.55,61251,30.30,156072,19.95,353596,11.35
3365,2013-10-19,5,20,27,31,37,42,3,38,,2,4,4,2,1,1,1,2,1,5,803141.65,55,9909.55,1379,852.85,60747,29.30,139308,21.40,274635,14.00
3363,2013-10-12,3,9,33,34,39,41,8,38,,2,4,5,1,2,0,0,3,1,5,810818.97,37,14888.20,889,1337.10,50608,35.50,124089,24.30,280924,13.85
3361,2013-10-05,6,8,11,21,27,31,19,30,"21,27",4,2,4,2,2,1,2,1,0,19,217870.64,120,4675.80,2190,552.85,88898,20.60,190168,16.15,349714,11.30
3359,2013-09-28,1,13,21,27,34,37,15,45,1,3,3,5,1,1,1,2,2,0,6,711153.21,72,8034.45,1404,889.10,69153,27.30,171044,18.50,286124,14.25
3357,2013-09-21,1,2,5,16,19,42,10,37,,5,1,3,3,3,2,0,0,1,13,1615384.62,166,8136.95,2782,1047.70,145344,30.35,363970,20.30,740861,12.85
3355,2013-09-14,3,11,20,28,34,40,25,39,11,3,3,2,4,1,2,1,2,0,9,472444.65,63,9158.35,1304,954.80,64029,29.40,145764,21.65,270521,15.05
3353,2013-09-07,1,11,12,15,25,36,17,33,15,4,2,4,2,1,3,1,1,0,2,2116610.38,66,8692.15,1340,923.85,66719,28.05,154895,20.25,330117,12.25
3351,2013-08-31,15,18,26,28,39,41,11,42,15,2,4,3,3,0,2,2,1,1,6,715471.82,62,9407.50,1059,1188.50,54323,35.05,142951,22.35,305979,13.45
3349,2013-08-24,12,15,16,37,42,45,6,9,"42,45",3,3,3,3,0,3,0,1,2,5,839810.08,44,12948.95,928,1324.85,47882,38.85,129903,24.00,350861,11.45
3347,2013-08-17,5,27,33,35,42,45,4,16,27,1,5,5,1,1,0,1,2,2,4,1057283.92,53,10835.20,947,1308.55,55218,33.95,130030,24.15,314326,12.90
3345,2013-08-10,8,18,21,23,27,37,6,22,37,3,3,4,2,1,1,3,1,0,19,1052631.58,206,6927.65,3686,835.45,177811,26.20,411351,19.00,821484,12.25
3343,2013-08-03,1,14,24,26,30,37,10,20,,2,4,2,4,1,1,3,1,0,5,839258.75,57,10010.80,1018,1209.55,54504,34.15,159002,19.65,409364,9.85
3341,2013-07-27,6,25,27,29,38,41,43,45,29,1,5,4,2,1,0,3,1,1,4,1053896.56,55,10403.10,932,1324.75,52808,35.35,133842,23.40,309277,13.05
3339,2013-07-20,1,3,9,12,22,29,18,37,9,5,1,4,2,3,1,2,0,0,10,413810.74,97,5784.60,1930,627.35,80450,22.75,169641,18.10,294068,13.45
3337,2013-07-13,5,9,14,27,37,40,18,38,,3,3,4,2,2,1,1,2,0,8,516449.07,74,7588.25,1311,924.25,61516,29.80,145983,21.05,292704,13.55
3335,2013-07-06,3,8,19,26,29,43,7,11,26,3,3,4,2,2,1,2,0,1,5,835452.10,115,4939.20,1666,735.70,75756,24.45,217921,14.25,521945,7.70
3333,2013-06-29,11,22,25,26,31,42,1,8,,2,4,3,3,0,1,3,1,1,12,2500000.00,191,8883.15,3441,1064.00,183062,30.25,474925,19.55,1054322,11.35
3331,2013-06-22,13,17,18,20,21,43,5,36,"17,21",5,1,4,2,0,4,1,0,1,5,830629.28,57,9881.05,1151,1055.90,60807,30.20,157460,19.60,314861,12.60
3329,2013-06-15,1,4,15,16,17,21,40,42,,6,0,4,2,2,3,1,0,0,7,575256.48,45,12166.45,1261,936.90,63617,28.10,132331,22.65,240187,16.10
3327,2013-06-08,7,8,10,25,28,42,35,39,,3,3,2,4,3,0,2,0,1,8,509947.35,69,8029.40,1376,868.85,68806,26.30,157061,19.30,268708,14.55
3325,2013-06-01,12,15,30,37,40,44,16,45,15,2,4,2,4,0,2,1,2,1,1,4154606.06,43,13127.60,986,1235.40,51798,35.55,127951,24.15,254714,15.65
3323,2013-05-25,1,15,16,20,31,36,2,38,"16,31",4,2,3,3,1,3,0,2,0,5,831755.16,51,11070.85,1063,1146.15,55280,33.35,129178,23.90,267486,14.90
3321,2013-05-18,3,6,14,16,25,31,9,35,16,4,2,3,3,2,2,1,1,0,7,607042.72,78,7381.60,1307,950.60,64999,28.90,157898,19.95,287638,14.10
3319,2013-05-11,16,30,32,35,38,41,39,45,"30,35",1,5,2,4,0,1,1,3,1,7,3000000.00,151,9480.60,2698,1145.00,139470,33.50,345863,22.65,715908,14.10
3317,2013-05-04,2,12,13,20,30,35,1,7,,4,2,2,4,1,3,1,1,0,5,832269.66,79,7130.80,1334,911.25,67947,27.05,174495,17.65,415332,9.55
3315,2013-04-27,8,15,18,33,40,43,14,25,,3,3,3,3,1,2,0,2,1,7,565719.61,49,10977.45,1057,1098.15,54419,32.25,130052,22.65,277062,13.70
3313,2013-04-20,7,10,28,34,41,44,8,14,44,2,4,2,4,2,0,1,1,2,6,662891.11,59,9137.45,1134,1025.85,55156,31.90,144546,20.40,315276,12.05
3311,2013-04-13,2,4,6,9,37,44,18,23,,4,2,2,4,4,0,0,1,1,2,2038635.11,52,10651.50,1015,1177.55,57670,31.35,149523,20.30,339660,11.50
3309,2013-04-06,19,20,21,23,25,43,2,8,43,3,3,5,1,0,2,3,0,1,2,2037180.74,44,12556.55,1091,1092.75,59790,30.15,157809,19.15,370993,10.50
3307,2013-03-30,4,29,33,40,41,43,2,3,,1,5,4,2,1,0,1,2,2,1,4225279.80,44,13009.55,924,1336.80,51828,36.05,124016,25.25,299703,13.45
3305,2013-03-23,2,3,12,13,16,30,5,17,,5,1,2,4,2,3,1,0,0,17,1470588.24,208,7359.70,3678,898.15,179112,27.90,452146,18.55,922664,11.70
3303,2013-03-16,4,24,25,29,32,43,26,38,,1,5,3,3,1,0,3,1,1,3,1377646.77,40,14041.95,957,1266.50,51781,35.40,131126,23.45,280311,14.15
3301,2013-03-09,7,10,12,28,44,45,3,35,,3,3,2,4,2,1,1,0,2,10,404818.02,59,9327.80,1271,934.35,62233,28.85,158202,19.05,302523,12.85
3299,2013-03-02,11,13,18,20,42,43,12,30,13,4,2,3,3,0,4,0,0,2,7,584085.18,44,12612.90,976,1227.00,53901,33.60,143672,21.15,335928,11.65
3297,2013-02-23,6,8,13,29,34,39,9,20,"6,34",3,3,3,3,2,1,1,2,0,8,512531.51,69,8066.10,1211,991.75,60668,29.95,170086,17.90,327250,12.00
3295,2013-02-16,1,6,16,17,18,34,13,33,,5,1,2,4,2,3,0,1,0,3,1402751.97,65,8777.55,1050,1172.55,56788,32.80,147270,21.20,337772,11.90
3293,2013-02-09,8,29,30,33,36,41,9,23,29,1,5,3,3,1,0,2,2,1,9,2222222.23,144,9837.60,2602,1174.85,140256,32.95,374190,20.70,834124,12.00
3291,2013-02-02,5,18,29,31,44,45,12,38,,2,4,4,2,1,1,1,1,2,3,1371848.15,49,11415.75,983,1227.95,53594,34.05,139172,22.00,284290,13.90
3289,2013-01-26,6,12,25,36,39,43,8,18,25,2,4,3,3,1,1,1,2,1,1,4053104.81,52,10602.60,1075,1106.70,53480,33.65,146589,20.60,347798,11.20
3287,2013-01-19,4,11,14,16,19,25,18,34,11,5,1,3,3,1,4,1,0,0,12,341880.02,62,8976.95,1517,791.70,74361,24.40,160242,19.00,285636,13.75
3285,2013-01-12,2,6,11,15,31,34,16,30,31,4,2,3,3,2,2,0,2,0,6,683517.91,57,9777.90,1154,1042.20,61791,29.45,144550,21.10,295936,13.30
3283,2013-01-05,20,28,30,31,32,37,1,34,37,1,5,2,4,0,1,2,3,0,3,1352450.87,49,11223.45,895,1325.95,51529,34.85,132266,22.75,248301,15.60
3281,2012-12-29,7,14,15,25,35,37,3,20,,3,3,5,1,1,2,1,2,0,21,1428571.43,267,8472.40,4789,1019.30,240021,30.75,617965,20.05,1294785,12.30
3279,2012-12-22,1,4,10,17,29,45,5,38,,4,2,4,2,3,1,1,0,1,11,387971.00,75,7729.11,1438,869.90,66323,28.50,158020,20.10,284037,14.40
3277,2012-12-15,5,7,9,16,20,41,6,11,"16,41",5,1,4,2,3,2,0,0,1,2,1983751.50,56,9621.30,1077,1079.55,58968,29.80,169172,17.45,368982,10.30
3275,2012-12-08,6,13,16,33,36,41,4,15,41,3,3,3,3,1,2,0,2,1,3,1338898.67,34,16003.06,1071,1096.30,52228,34.00,125645,23.70,294619,13.00
3273,2012-12-01,11,17,25,30,40,41,32,42,"30,17",2,4,4,2,0,2,2,1,1,1,4114631.00,61,9152.70,1034,1165.15,56771,32.10,127597,23.95,253148,15.55
3271,2012-11-24,17,26,30,32,42,43,6,12,,1,5,2,4,0,1,2,1,2,4,1044240.25,44,12867.41,844,1447.55,47609,38.80,132363,23.40,354639,11.25
3269,2012-11-17,5,8,11,20,29,33,28,38,,4,2,4,2,2,2,1,1,0,13,324696.92,91,6297.51,1733,713.60,78812,23.75,178759,17.55,333971,12.10
3267,2012-11-10,1,4,25,27,40,41,26,37,,2,4,4,2,2,0,2,1,1,4,1073632.00,66,8816.00,1032,1216.65,55538,34.20,134032,23.75,286530,14.30
3265,2012-11-03,7,12,20,31,38,43,6,25,,3,3,3,3,1,2,0,2,1,12,1750000.00,138,8598.45,2505,1022.15,123408,31.40,305545,21.25,652750,12.80
3263,2012-10-27,5,6,25,33,34,44,23,31,25,2,4,3,3,2,0,1,2,1,1,4007803.00,44,12354.91,842,1393.20,45631,38.85,124938,23.80,287258,13.35
3261,2012-10-20,10,25,26,27,32,35,12,16,26,1,5,3,3,1,0,3,2,0,2,2003471.50,38,14326.50,885,1327.45,51448,34.55,137656,21.65,311139,12.35
3259,2012-10-13,2,11,13,15,26,40,30,32,40,4,2,3,3,1,3,1,1,0,3,1374652.33,101,5535.15,1466,822.90,65962,27.65,151734,20.15,262748,15.00
3257,2012-10-06,18,20,23,32,40,42,3,33,32,2,4,1,5,0,2,1,2,1,3,1368342.67,46,12097.50,912,1316.70,50304,36.10,130630,23.30,325506,12.05
3255,2012-09-29,9,10,16,25,32,34,40,44,"32,34",3,3,2,4,2,1,1,2,0,2,2080735.50,52,10862.15,1076,1132.75,54654,33.70,126818,24.40,260303,15.30
3253,2012-09-22,1,17,19,32,34,45,22,38,"19,34,32",3,3,4,2,1,2,0,2,1,14,1571428.57,169,8721.80,3059,1039.80,149721,32.15,369543,21.85,802016,12.95
3251,2012-09-15,2,11,19,23,32,34,10,39,,3,3,3,3,1,2,1,2,0,14,301872.50,77,7444.84,1212,1020.65,64118,29.15,151762,20.70,278527,14.50
3249,2012-09-08,4,5,7,15,35,38,1,30,,4,2,4,2,3,1,0,2,0,5,855079.20,47,12353.40,1036,1209.35,60573,31.30,165095,19.25,313894,13.05
3247,2012-09-01,9,19,24,28,29,31,5,15,28,2,4,4,2,1,1,3,1,0,9,494404.11,91,6635.10,1464,889.95,72049,27.35,187798,17.60,388783,10.95
3245,2012-08-25,4,17,21,27,28,30,8,25,30,3,3,3,3,1,1,4,0,0,10,427341.60,85,6845.11,1369,917.10,72810,26.10,185909,17.15,367137,11.20
3243,2012-08-18,10,11,15,30,34,36,16,19,,3,3,2,4,1,2,1,2,0,2,2177444.50,61,9696.85,1105,1155.15,61764,31.25,159490,20.30,338091,12.35
3241,2012-08-11,21,22,27,31,32,38,10,16,,2,4,3,3,0,0,3,3,0,19,1052631.58,131,10731.15,2743,1105.90,143936,31.85,364401,21.10,768843,12.90
3239,2012-08-04,16,19,20,37,39,43,3,27,37,3,3,4,2,0,3,0,2,1,1,4148221.00,57,9888.46,950,1280.30,50369,36.50,142424,21.65,373952,10.65
3237,2012-07-28,1,27,28,33,37,42,17,29,,1,5,4,2,1,0,2,2,1,8,508773.50,36,15360.94,962,1240.45,51781,34.85,143769,21.05,313660,12.45
3235,2012-07-21,3,6,7,9,23,43,14,25,,4,2,5,1,4,0,1,0,1,2,2077652.00,86,6563.00,1583,769.40,82685,22.25,176187,17.55,313665,12.70
3233,2012-07-14,17,30,36,41,42,45,20,35,,1,5,3,3,0,1,1,1,3,2,2126780.00,54,10691.15,976,1276.45,52561,35.85,131857,23.95,304009,13.40
3231,2012-07-07,2,15,21,31,37,38,6,29,37,3,3,4,2,1,1,1,3,0,3,1412930.33,46,12501.04,949,1307.60,54818,34.25,140226,22.45,315372,12.85
3229,2012-06-30,8,30,32,33,37,40,14,34,30,1,5,2,4,1,0,1,4,0,24,1250000.00,227,8548.70,3812,1098.50,200587,31.55,494927,21.45,1011791,13.55
3227,2012-06-23,2,16,19,29,30,31,10,11,16,3,3,3,3,1,2,2,1,0,6,707692.17,88,6548.00,1184,1050.20,61371,30.65,176815,17.85,356215,11.40
3225,2012-06-16,16,18,25,35,36,40,2,21,16,2,4,2,4,0,2,1,3,0,5,825551.00,52,10745.00,942,1279.95,51329,35.50,136719,22.35,318513,12.35
3223,2012-06-09,1,4,16,26,27,32,31,40,,3,3,2,4,2,1,2,1,0,3,1387172.67,58,9747.29,1133,1076.75,58313,31.65,138593,22.35,271256,14.70
3221,2012-06-02,6,17,18,31,36,43,13,33,36,3,3,3,3,1,2,0,2,1,3,1416307.00,58,9951.29,1046,1190.70,56013,33.60,149541,21.15,355671,11.45
3219,2012-05-26,10,13,22,36,37,38,28,42,,3,3,2,4,1,1,1,3,0,8,539405.88,61,9594.56,1150,1098.20,59640,32.00,157909,20.30,317255,13.00
3217,2012-05-19,9,12,28,29,32,41,2,21,,2,4,3,3,1,1,2,1,1,3,1432923.33,51,11434.84,1124,1119.60,58241,32.65,151783,21.05,338253,12.15
3215,2012-05-12,1,2,14,16,19,45,23,30,,5,1,3,3,2,3,0,0,1,6,3333333.33,136,9773.30,2509,1143.15,135087,32.10,349797,20.80,726880,12.90
3213,2012-05-05,7,9,12,15,27,40,4,11,12,4,2,4,2,2,2,1,1,0,6,679047.33,87,6369.75,1403,852.35,70592,25.60,195294,15.55,444903,8.80
3211,2012-04-28,4,5,12,23,31,33,3,9,,3,3,4,2,2,1,1,2,0,1,4016199.00,91,6000.20,1152,1022.80,62407,28.55,172330,17.35,412489,9.35
3209,2012-04-21,1,2,15,16,21,28,35,40,,5,1,3,3,2,2,2,0,0,3,1369698.33,54,10318.50,1165,1032.10,60141,30.25,134804,22.60,271875,14.45
3207,2012-04-14,7,8,13,18,25,43,4,17,,4,2,4,2,2,2,1,0,1,9,469462.56,85,6753.00,1452,853.05,76866,24.35,190856,16.45,363801,11.15
3205,2012-04-07,17,26,27,28,30,38,7,23,26,1,5,2,4,0,1,4,1,0,6,707389.33,53,10870.51,1035,1201.20,60290,31.20,166918,18.90,427579,9.50
3203,2012-03-31,2,6,26,29,41,43,1,7,29,2,4,3,3,2,0,2,0,2,19,1105263.16,144,10910.60,2945,1151.20,153701,33.35,390023,22.05,992192,11.15
3201,2012-03-24,17,27,29,39,42,45,8,10,42,1,5,5,1,0,1,2,1,2,5,851953.40,58,9971.60,1119,1115.30,57861,32.60,144517,21.90,344512,11.85
3199,2012-03-17,4,10,21,30,41,42,27,34,"21,41",3,3,2,4,2,0,2,0,2,3,1425615.33,54,10764.26,990,1267.00,54447,34.85,145111,21.95,322952,12.70
3197,2012-03-10,20,21,26,32,41,43,6,22,,2,4,3,3,0,1,2,1,2,5,851790.00,49,11798.24,893,1397.00,49482,38.10,128755,24.60,322238,12.65
3195,2012-03-03,4,5,11,12,14,31,6,16,"14,12",5,1,3,3,2,3,0,1,0,9,474094.11,97,5969.51,1526,818.80,72472,26.05,175489,18.05,329606,12.40
3193,2012-02-25,12,14,18,19,30,38,29,42,"14,38",4,2,1,5,0,4,1,1,0,4,1080825.25,52,11293.31,1194,1061.35,63089,30.35,155323,20.70,295106,14.05
3191,2012-02-18,3,13,14,32,37,38,17,29,"13,3",3,3,3,3,1,2,0,3,0,4,1090089.25,59,10025.36,903,1413.50,53394,36.15,147066,22.00,336435,12.40
3189,2012-02-11,3,13,17,21,25,35,4,9,3,4,2,6,0,1,2,2,1,0,17,1176470.59,232,5865.45,4032,728.30,173868,25.55,395911,18.80,823478,11.65
3187,2012-02-04,3,10,20,28,40,41,11,17,"40,28",3,3,2,4,2,1,1,1,1,5,832844.40,57,9927.60,1146,1065.55,59445,31.05,153621,20.15,363543,11.00
3185,2012-01-28,22,28,31,32,40,43,26,37,"22,31",1,5,2,4,0,0,2,3,1,4,1015565.75,46,11956.39,834,1423.05,47770,37.55,126679,23.75,281607,13.75
3183,2012-01-21,2,9,14,22,31,33,12,30,,4,2,3,3,2,1,1,2,0,6,695978.33,64,8848.25,1199,1019.20,58036,31.85,146243,21.20,332446,12.00
3181,2012-01-14,13,16,18,19,23,28,8,37,19,4,2,3,3,0,4,2,0,0,10,423705.20,79,7279.59,1695,732.15,78280,23.95,197859,15.90,315951,12.85
3179,2012-01-07,19,29,30,33,44,45,6,13,33,1,5,4,2,0,1,2,1,2,5,838482.60,62,9172.60,1044,1175.50,54715,33.90,151957,20.50,346973,11.55
3177,2011-12-31,7,8,28,33,38,41,4,37,7,2,4,3,3,2,0,1,2,1,32,968750.00,357,8933.00,6545,1051.45,346204,30.05,842021,20.75,1692635,13.30
3175,2011-12-24,1,4,7,9,12,30,28,41,12,5,1,3,3,4,1,1,0,0,24,195909.29,85,7514.75,2793,493.50,101927,20.45,185517,18.85,310964,14.50
3173,2011-12-17,6,11,12,24,26,36,27,43,,3,3,1,5,1,2,2,1,0,11,371450.36,79,7032.25,1933,620.20,79941,22.70,154739,19.65,316458,12.40
3171,2011-12-10,9,18,29,32,33,41,27,45,"9,18",2,4,4,2,1,1,1,2,1,8,510619.00,45,12321.76,1016,1177.65,51917,34.85,137201,22.10,298793,13.10
3169,2011-12-03,2,9,13,18,26,44,1,7,9,4,2,2,4,2,2,1,0,1,10,413738.00,60,9345.60,1199,1009.20,63329,28.90,174136,17.65,415196,9.50
3167,2011-11-26,9,12,22,28,41,42,24,27,9,3,3,2,4,1,1,2,0,2,3,1397919.33,65,8763.25,974,1262.00,55180,33.70,141611,22.00,323072,12.45
3165,2011-11-19,9,18,23,24,33,36,4,34,,2,4,3,3,1,1,2,2,0,9,465425.56,59,9640.95,1229,998.75,62629,29.65,148337,21.00,298270,13.45
3163,2011-11-12,4,5,10,17,22,40,8,38,,5,1,2,4,3,1,1,1,0,8,532446.13,85,6817.91,1451,861.85,70864,26.70,173029,18.35,314902,13.00
3161,2011-11-05,2,6,12,18,44,45,28,32,12,4,2,1,5,2,2,0,0,2,2,2045042.00,59,9407.95,1191,1005.70,60420,30.00,147087,20.65,275645,14.20
3159,2011-10-29,11,12,15,20,32,33,14,19,,4,2,3,3,0,4,0,2,0,5,841624.20,56,10210.30,973,1268.05,55651,33.55,143784,21.75,323092,12.50
3157,2011-10-22,7,19,28,29,43,45,24,27,,2,4,5,1,1,1,2,0,2,14,1571428.57,195,8442.60,3729,952.70,186635,28.80,458998,19.65,921229,12.60
3155,2011-10-15,8,12,18,21,24,30,33,37,18,4,2,1,5,1,2,3,0,0,8,530370.75,87,6611.34,1874,662.35,83102,22.60,154281,20.40,286341,14.15
3153,2011-10-08,7,18,22,37,38,39,23,27,38,3,3,3,3,1,1,1,3,0,4,1022833.25,57,9752.54,1015,1181.85,56670,32.00,159356,19.10,375586,10.45
3151,2011-10-01,19,25,30,38,42,44,4,20,,1,5,2,4,0,1,2,1,2,4,1055658.25,62,9254.85,966,1281.80,53725,34.85,136417,23.00,348111,11.65
3149,2011-09-24,7,10,11,14,37,39,20,40,"37,10",4,2,4,2,2,2,0,2,0,4,1054034.75,59,9693.41,1085,1137.45,59977,31.10,155535,20.15,330228,12.20
3147,2011-09-17,8,10,12,21,37,42,33,40,"21,10",4,2,2,4,2,1,1,1,1,5,845134.80,73,7865.05,1296,956.00,63217,29.65,142753,22.00,298190,13.60
3145,2011-09-10,10,20,21,25,38,39,4,43,21,3,3,3,3,1,1,2,2,0,17,1235294.12,192,8089.95,3223,1039.95,160051,31.65,396812,21.45,800061,13.70
3143,2011-09-03,1,7,21,22,23,27,29,40,,4,2,5,1,2,0,4,0,0,7,628750.00,82,7302.55,1741,742.20,86123,22.70,186970,17.55,307604,13.75
3141,2011-08-27,4,8,16,32,33,34,26,29,32,3,3,1,5,2,1,0,3,0,10,419207.60,56,10139.20,1320,928.20,60237,30.75,139527,22.25,306521,13.05
3139,2011-08-20,3,24,26,30,32,39,4,8,,1,5,2,4,1,0,3,2,0,3,1407933.33,54,10612.76,932,1326.90,52096,35.90,139470,22.50,370588,10.90
3137,2011-08-13,8,13,15,22,33,34,10,41,,4,2,3,3,1,2,1,2,0,2,2182073.50,61,9695.80,1170,1090.85,65615,29.40,151913,21.30,275998,15.10
3135,2011-08-06,4,6,9,27,39,43,16,34,9,3,3,4,2,3,0,1,1,1,9,482866.22,59,9984.95,1314,967.45,61578,31.20,143838,22.40,284494,14.60
3133,2011-07-30,2,5,9,16,23,31,34,38,31,4,2,4,2,3,1,1,1,0,9,472980.56,52,11110.65,1679,742.55,70688,26.65,135340,23.35,283241,14.40
3131,2011-07-23,1,4,22,24,31,33,6,10,,3,3,3,3,2,0,2,2,0,5,864914.80,61,9609.05,1054,1200.05,59387,32.20,159681,20.10,385758,10.70
3129,2011-07-16,11,16,17,29,35,38,24,34,,3,3,4,2,0,3,1,2,0,24,1250000.00,238,8708.95,4629,966.25,224684,30.10,532994,21.30,1088634,13.45
3127,2011-07-09,15,32,34,36,41,45,39,40,,1,5,3,3,0,1,0,3,2,4,1056040.00,73,7863.05,987,1254.95,51184,36.60,131170,23.95,270247,15.00
