Draw,Date,Winning Number 1,2,3,4,5,6,7,Supplementary Number 1,2,3,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
823,2009-11-24,7,22,23,24,31,36,39,9,34,,31,2,5,4,3,1,0,3,3,0,0,0.00,3,73797.00,161,2831.10,714,328.30,6618,41.30,146605,21.30,263508,13.30
822,2009-11-17,4,6,25,27,31,33,34,19,41,,"25,31",2,5,4,3,2,0,2,3,0,0,0.00,6,29364.17,93,3900.35,544,342.90,4744,45.90,110893,22.45,204949,13.60
821,2009-11-10,1,16,24,25,31,35,36,21,28,,36,2,5,4,3,1,1,2,3,0,0,0.00,3,43408.00,73,3672.70,402,343.00,3517,45.75,78679,23.35,149384,13.80
820,2009-11-03,2,4,6,7,15,17,36,9,25,,"4,7",6,1,3,4,4,2,0,1,0,0,0.00,4,17791.50,38,3855.76,342,220.35,2421,36.30,55597,18.05,97281,11.60
819,2009-10-27,4,7,20,25,42,43,45,27,37,,25,3,4,4,3,2,1,1,0,3,0,0.00,0,0.00,30,6137.80,162,393.45,1565,47.50,37312,22.80,71314,13.35
818,2009-10-20,6,24,25,27,32,36,38,23,26,,27,1,6,2,5,1,0,3,3,0,1,5000000.00,2,39344.50,36,4500.19,225,370.30,2090,46.50,48216,23.05,88622,14.05
817,2009-10-13,10,14,26,27,30,39,44,7,15,,,2,5,2,5,1,1,3,1,1,0,0.00,1,65533.00,49,2753.51,209,332.00,2073,39.05,42417,21.80,78642,13.20
816,2009-10-06,5,12,17,22,28,34,45,18,27,,"28,12",4,3,3,4,1,2,2,1,1,1,15000000.00,6,25725.17,108,2942.40,594,275.15,4999,38.15,109615,19.90,197576,12.35
815,2009-09-29,7,12,25,27,28,35,36,24,37,,7,2,5,4,3,1,1,3,2,0,0,0.00,2,63489.00,79,3309.20,376,357.55,3827,41.00,89462,20.05,155073,12.95
814,2009-09-22,7,18,19,20,21,24,26,23,44,,"19,7",5,2,3,4,1,3,3,0,0,0,0.00,5,16259.00,66,2535.95,544,158.25,2665,37.70,60401,19.00,98970,13.00
813,2009-09-15,7,13,15,19,27,35,43,6,36,,"35,7",4,3,7,0,1,3,1,1,1,0,0.00,1,66826.00,55,2501.51,273,259.20,2786,29.65,55981,16.85,83487,12.65
812,2009-09-08,2,3,7,20,21,24,35,1,19,,,5,2,4,3,3,1,2,1,0,1,20000000.00,3,69837.67,117,3686.75,744,298.15,6424,40.30,145879,20.30,270645,12.25
811,2009-09-01,9,16,28,29,37,42,45,33,44,,16,2,5,4,3,1,1,2,1,2,0,0.00,3,56271.67,83,4187.51,545,327.95,4829,43.20,106957,22.30,189964,14.05
810,2009-08-25,5,11,16,17,24,39,41,22,30,,"41,24,16",4,3,5,2,1,3,1,1,1,0,0.00,1,135639.00,73,3825.45,470,305.55,4043,41.45,86965,22.00,156724,13.70
809,2009-08-18,16,19,20,24,34,36,41,28,44,,41,3,4,2,5,0,3,1,2,1,0,0.00,2,43760.00,38,4741.79,243,381.35,2081,51.95,51424,24.05,97232,14.25
808,2009-08-11,6,8,17,29,40,41,43,4,9,,,3,4,4,3,2,1,1,1,2,0,0.00,5,14122.80,45,3230.71,266,281.10,1917,45.50,45276,22.00,82289,13.60
807,2009-08-04,2,11,13,22,25,39,42,12,41,,11,4,3,4,3,1,2,2,1,1,1,20000000.00,6,33169.83,127,3226.35,650,324.20,6165,39.90,133357,21.05,229938,13.70
806,2009-07-28,3,6,10,11,15,35,43,13,29,,,5,2,5,2,3,2,0,1,1,0,0.00,6,20769.00,57,4501.05,466,283.15,3647,42.20,87305,20.15,167655,11.75
805,2009-07-21,1,4,7,12,16,34,44,6,43,,34,5,2,2,5,3,2,0,1,1,0,0.00,6,16607.83,41,5003.76,372,283.60,2906,42.35,69154,20.35,119336,13.20
804,2009-07-14,2,8,9,19,27,33,34,18,40,,"34,8",4,3,4,3,3,1,1,2,0,0,0.00,3,26057.67,26,6190.19,287,288.40,2473,39.05,54052,20.40,94231,13.15
803,2009-07-07,1,8,26,31,34,35,44,19,42,,,2,5,3,4,2,0,1,3,1,0,0.00,1,71364.00,22,6678.41,213,354.75,1773,49.70,42402,23.75,79973,14.10
802,2009-06-30,3,12,21,23,29,38,40,22,43,,"21,23,40",3,4,4,3,1,1,3,2,0,2,53274992.50,60,33468.25,1114,3711.25,6809,312.25,61933,40.05,1384849,20.45,2409347,13.20
801,2009-06-23,9,15,18,21,23,31,40,3,19,,,4,3,5,2,1,2,2,2,0,0,0.00,32,26376.34,469,3705.20,2940,304.00,25420,41.00,570678,20.90,1034164,12.90
800,2009-06-16,1,7,22,24,29,32,41,17,36,,,3,4,4,3,2,0,3,1,1,0,0.00,11,48167.27,251,4346.00,1729,324.45,14864,44.05,342217,21.85,625937,13.40
799,2009-06-09,3,19,28,30,34,40,44,16,27,,3,2,5,2,5,1,1,2,2,1,0,0.00,8,44657.25,198,3714.80,1163,325.25,10974,40.20,241906,20.85,418711,13.50
798,2009-06-02,3,20,22,32,33,43,45,6,34,,"43,20",3,4,4,3,1,1,1,2,2,0,0.00,6,43996.50,144,3774.20,894,312.65,7789,41.85,169789,21.95,301363,13.85
797,2009-05-26,5,18,19,20,41,43,44,39,40,,18,4,3,4,3,1,3,0,0,3,0,0.00,4,45800.00,94,4012.50,561,345.75,4977,45.45,114590,22.55,209070,13.85
796,2009-05-19,11,12,17,18,21,22,25,28,35,,25,6,1,4,3,0,4,3,0,0,0,0.00,1,131607.00,85,3187.71,523,266.45,4403,36.90,96550,19.25,171371,12.15
795,2009-05-12,2,7,25,28,32,35,40,16,21,,,2,5,3,4,2,0,2,3,0,0,0.00,2,39288.00,35,4622.11,320,260.00,2112,45.95,51403,21.60,97362,12.75
794,2009-05-05,6,10,12,20,24,31,42,11,26,,24,4,3,1,6,2,2,1,1,1,0,0.00,2,36134.50,45,3306.44,292,262.05,2247,39.75,50108,20.35,90088,12.70
793,2009-04-28,1,13,21,24,25,36,43,6,33,,"43,21",3,4,5,2,1,1,3,1,1,0,0.00,3,19607.00,36,3363.94,185,336.65,1641,44.30,37223,22.30,68346,13.60
792,2009-04-21,16,18,20,21,22,32,43,9,40,,20,5,2,2,5,0,3,2,1,1,1,10000000.00,1,144449.00,59,5040.59,394,388.20,3806,46.90,90590,22.50,161595,14.15
791,2009-04-14,1,5,11,20,27,28,33,34,38,,,4,3,5,2,2,2,2,1,0,0,0.00,1,82469.00,46,3691.04,261,334.55,2692,37.85,62134,18.75,96977,13.45
790,2009-04-07,7,12,13,21,26,35,41,6,25,,"13,35,41",4,3,5,2,1,2,2,1,1,0,0.00,1,71367.00,44,3339.41,276,273.80,2290,38.50,50799,19.85,88357,12.80
789,2009-03-31,5,8,13,15,35,41,44,3,17,,35,4,3,5,2,2,2,0,1,2,0,0.00,2,28461.50,28,4185.50,191,315.55,1487,47.30,36780,21.85,72875,12.35
788,2009-03-24,4,16,17,27,33,35,37,10,20,,"37,16,27",3,4,5,2,1,2,1,3,0,1,7000000.00,4,19256.50,62,2557.81,269,303.20,2358,40.35,52524,20.70,88613,13.75
787,2009-03-17,6,16,23,25,27,32,37,26,40,,16,2,5,4,3,1,1,3,2,0,0,0.00,3,21902.00,32,4227.41,183,380.15,1995,40.70,43931,21.10,74561,13.95
786,2009-03-10,13,14,16,24,28,29,38,9,26,,29,3,4,2,5,0,3,3,1,0,0,0.00,2,29452.50,27,4491.67,199,313.40,1625,44.80,39177,21.25,73128,12.75
785,2009-03-03,3,8,11,26,29,33,35,6,12,,,3,4,5,2,2,1,2,2,0,1,2000000.00,1,63393.00,46,2837.30,247,271.75,2264,34.60,48851,18.30,84826,11.85
784,2009-02-24,2,13,28,30,34,41,45,3,9,,"41,30,2,45",2,5,3,4,1,1,2,1,2,1,4000000.00,3,25170.33,59,2635.00,238,335.95,2216,42.10,47794,22.30,87274,13.70
783,2009-02-17,2,4,20,23,30,41,45,6,35,,23,3,4,3,4,2,1,2,0,2,0,0.00,2,32558.00,28,4787.96,220,313.40,1697,47.40,41031,22.40,76710,13.45
782,2009-02-10,1,5,16,18,23,29,44,33,38,,5,4,3,4,3,2,2,2,0,1,2,20000000.00,38,12736.21,298,3343.70,1943,263.75,14838,40.30,332405,20.55,570338,13.45
781,2009-02-03,5,7,8,17,24,32,35,12,42,,24,4,3,4,3,3,1,1,2,0,0,0.00,10,34447.70,201,3528.45,1149,317.45,10343,41.15,237245,20.50,419453,13.00
780,2009-01-27,3,21,24,28,31,34,45,12,42,,45,2,5,4,3,1,0,3,2,1,0,0.00,9,24610.89,133,3428.75,835,280.85,6497,42.10,145974,21.40,263192,13.30
779,2009-01-20,8,15,23,27,35,37,45,16,22,,,2,5,6,1,1,1,2,2,1,0,0.00,9,18088.78,96,3491.40,585,294.65,5279,38.10,114880,20.00,193093,13.35
778,2009-01-13,1,3,16,38,40,41,43,9,33,,,3,4,4,3,2,1,0,2,2,0,0.00,5,25692.60,61,4335.75,395,344.35,3243,48.95,79716,22.75,144780,14.05
777,2009-01-06,5,10,27,30,32,37,45,35,44,,10,2,5,4,3,2,0,2,2,1,0,0.00,3,29757.33,68,2702.90,296,319.35,2885,38.20,60871,20.70,105973,13.35
776,2008-12-30,4,9,10,17,19,21,28,2,12,,28,6,1,4,3,3,2,2,0,0,0,0.00,6,10970.67,64,2117.50,372,187.35,2569,31.65,54434,17.05,94930,10.95
775,2008-12-23,5,28,31,33,35,39,45,9,32,,31,1,6,6,1,1,0,1,4,1,0,0.00,1,62989.00,31,4183.35,185,360.50,1738,44.75,40113,22.15,70458,14.15
774,2008-12-16,2,18,20,27,30,31,40,11,35,,,3,4,2,5,1,2,2,2,0,0,0.00,2,29352.50,33,3662.55,240,259.00,1664,43.60,39824,20.80,74356,12.50
773,2008-12-09,1,7,12,17,24,26,34,13,33,,"7,12",4,3,3,4,2,2,2,1,0,1,6000000.00,2,35662.00,54,2719.30,246,307.00,2269,38.85,50291,20.00,88981,12.70
772,2008-12-02,7,9,12,18,30,36,40,11,39,,30,4,3,2,5,2,2,1,2,0,0,0.00,3,21860.33,45,3000.44,231,300.60,2246,36.05,48457,19.10,81992,12.65
771,2008-11-25,5,14,19,27,29,30,35,20,37,,"5,19,30",3,4,5,2,1,2,3,1,0,0,0.00,2,31295.00,50,2577.26,232,285.65,2230,34.65,48616,18.20,82688,12.00
770,2008-11-18,2,5,11,19,28,30,37,13,14,,"5,2,19",4,3,4,3,2,2,2,1,0,1,2000000.00,2,31850.00,50,2622.96,308,219.00,2343,33.60,51010,17.65,88783,11.35
769,2008-11-11,2,5,12,15,19,34,43,3,32,,"5,34",5,2,4,3,2,3,0,1,1,1,21709523.00,8,28168.88,119,3898.80,749,318.55,7111,39.15,153300,20.75,268597,13.30
768,2008-11-04,5,21,23,29,34,35,42,4,13,,,2,5,5,2,1,0,3,2,1,0,0.00,4,38365.25,72,4388.19,482,337.10,4544,41.70,98561,22.00,188650,12.85
767,2008-10-28,2,11,12,16,20,27,37,5,29,,"27,11",5,2,3,4,1,4,1,1,0,0,0.00,3,42369.33,75,3489.25,481,279.80,3960,39.65,90520,19.80,167509,12.00
766,2008-10-21,1,11,13,21,27,43,45,23,35,,"11,45",4,3,7,0,1,2,2,0,2,0,0.00,3,38611.00,103,2315.35,506,242.40,4290,33.35,90260,18.10,149852,12.25
765,2008-10-14,2,6,11,17,22,26,45,20,24,,17,5,2,3,4,2,2,2,0,1,0,0.00,3,31069.00,67,2864.15,333,296.35,3381,34.05,68483,19.20,114186,12.90
764,2008-10-07,8,10,14,15,17,39,40,11,22,,15,5,2,3,4,2,3,0,2,0,0,0.00,2,39958.00,45,3656.24,254,333.15,2058,47.95,50183,22.50,96974,13.05
763,2008-09-30,1,6,12,15,29,36,42,10,26,,1,4,3,3,4,2,2,1,1,1,0,0.00,0,0.00,36,6069.69,271,279.10,2195,40.20,48611,20.75,86543,13.05
762,2008-09-23,1,9,19,34,37,43,45,25,28,,"1,19",3,4,6,1,2,1,0,2,2,0,0.00,1,64465.00,37,3587.05,329,207.45,1818,43.80,43051,21.15,78577,13.00
761,2008-09-16,1,3,19,22,24,26,44,41,45,,,4,3,3,4,2,1,3,0,1,1,15000000.00,1,175175.00,108,3339.40,568,326.55,5276,41.00,121701,20.30,199953,13.85
760,2008-09-09,15,28,31,36,39,41,42,8,9,,"28,31,15,39",1,6,4,3,0,1,1,3,2,0,0.00,2,66122.50,65,4188.75,352,397.80,3719,43.95,82693,22.60,147256,14.20
759,2008-09-02,10,15,17,25,28,31,39,19,30,,25,3,4,5,2,1,2,2,2,0,0,0.00,5,17855.40,48,3829.25,299,316.15,2570,42.90,58179,21.65,110014,12.85
758,2008-08-26,13,23,25,27,37,43,45,18,44,,"43,25",1,6,7,0,0,1,3,1,2,0,0.00,4,17591.25,58,2497.76,325,229.25,2793,31.10,53078,18.70,83497,13.35
757,2008-08-19,5,9,10,17,25,42,43,4,11,,"42,25",4,3,5,2,3,1,1,0,2,0,0.00,1,63622.00,32,4093.31,208,323.85,1654,47.50,40178,22.35,77314,13.00
756,2008-08-12,7,19,25,27,30,42,45,13,24,,45,2,5,5,2,1,1,3,0,2,0,0.00,1,63366.00,39,3345.10,265,253.20,1947,40.20,44080,20.30,84436,11.85
755,2008-08-05,11,17,29,33,34,44,45,7,40,,11,2,5,5,2,0,2,1,2,2,1,4000000.00,6,12117.17,47,3184.74,257,299.55,2165,41.50,47549,21.60,90179,12.75
754,2008-07-29,8,11,18,20,31,35,37,21,42,,,4,3,4,3,1,3,0,3,0,0,0.00,2,34232.00,36,3915.39,249,291.15,2087,40.50,46991,20.55,82511,13.15
753,2008-07-22,3,5,16,17,33,40,44,7,31,,"5,44",4,3,4,3,2,2,0,2,1,4,13185273.00,23,26368.39,365,3420.90,2213,290.15,18315,40.90,406711,21.05,728648,13.15
752,2008-07-15,1,4,5,12,15,28,44,2,38,,4,5,2,3,4,3,2,1,0,1,0,0.00,12,30436.17,215,3497.45,1350,286.45,12454,36.25,259463,19.85,450081,12.85
751,2008-07-08,4,10,18,22,30,31,35,3,45,,35,4,3,2,5,2,1,2,2,0,0,0.00,8,32047.50,145,3640.30,793,342.30,7695,41.15,173460,20.85,300912,13.50
750,2008-07-01,14,20,24,28,35,38,43,8,21,,14,2,5,2,5,0,2,2,2,1,0,0.00,4,53329.00,121,3629.60,725,311.55,6281,41.95,140042,21.50,261804,12.90
749,2008-06-24,9,14,16,30,31,39,45,22,41,,,3,4,4,3,1,2,1,2,1,0,0.00,5,37312.80,64,6001.59,513,385.05,4919,46.85,115141,22.85,205390,14.35
748,2008-06-17,7,10,25,27,34,35,40,8,42,,"34,7,35,40",2,5,4,3,2,0,2,3,0,0,0.00,4,37140.00,79,3871.65,472,333.25,4297,42.70,98207,21.35,172467,13.65
747,2008-06-10,7,14,15,29,34,35,40,3,38,,7,3,4,4,3,1,2,1,3,0,0,0.00,4,30024.25,70,3532.26,360,353.25,3368,44.05,76356,22.20,139851,13.60
746,2008-06-03,3,7,16,17,28,33,39,10,43,,"16,28",4,3,5,2,2,2,1,2,0,0,0.00,2,42235.50,48,3623.15,338,264.60,2618,39.85,59947,19.90,103460,12.90
745,2008-05-27,8,10,14,16,25,26,28,33,44,,,4,3,1,6,2,2,3,0,0,0,0.00,2,37039.50,41,3719.85,213,368.25,2513,36.40,54401,19.20,83526,14.05
744,2008-05-20,1,3,4,11,27,30,31,10,23,,27,4,3,5,2,3,1,2,1,0,0,0.00,1,67294.00,41,3379.20,322,221.30,2355,35.30,52852,18.00,94339,11.30
743,2008-05-13,13,16,17,24,25,27,32,5,20,,17,3,4,4,3,0,3,3,1,0,0,0.00,0,0.00,37,5083.11,257,253.30,2153,35.30,42801,20.30,77871,12.50
742,2008-05-06,7,8,17,18,22,29,40,11,43,,40,5,2,3,4,2,2,2,1,0,0,0.00,4,14243.25,32,3665.50,266,226.80,1830,38.45,42901,18.75,80954,11.15
741,2008-04-29,2,6,11,13,16,23,40,3,15,,,5,2,3,4,2,3,1,1,0,2,23991943.00,21,29926.05,386,3351.95,2178,305.50,19251,40.35,432614,20.50,780653,12.75
740,2008-04-22,17,19,27,28,33,34,35,10,36,,"33,34",2,5,5,2,0,2,2,3,0,0,0.00,10,35844.70,216,3416.55,1220,311.10,11255,39.35,238170,21.25,425810,13.30
739,2008-04-15,6,12,14,24,30,33,34,32,35,,"30,14",3,4,1,6,1,2,2,2,0,0,0.00,3,82728.00,126,4055.30,716,367.00,7113,43.10,160630,21.80,277550,14.15
738,2008-04-08,5,9,13,14,16,30,38,12,39,,"14,13",5,2,3,4,2,3,1,1,0,0,0.00,1,188992.00,86,4524.45,607,329.65,5652,41.30,124853,21.35,221009,13.55
737,2008-04-01,3,13,14,15,18,28,40,12,42,,28,5,2,3,4,1,4,1,1,0,0,0.00,4,37030.75,76,4012.64,441,355.65,4443,41.20,102252,20.45,177528,13.20
736,2008-03-25,17,24,25,26,28,33,42,40,44,,25,1,6,3,4,0,1,4,1,1,0,0.00,3,39764.33,47,5225.60,394,320.60,3234,45.55,77387,21.75,130812,14.45
735,2008-03-18,7,11,15,25,38,39,45,26,32,,,3,4,6,1,1,2,1,2,1,0,0.00,3,34661.33,61,3509.61,338,325.75,3212,40.00,72707,20.20,121213,13.55
734,2008-03-11,2,5,19,23,35,36,37,21,43,,,3,4,5,2,2,1,1,3,0,0,0.00,2,38864.50,48,3333.96,306,268.95,2422,39.65,53598,20.45,94318,13.05
733,2008-03-04,4,6,13,15,16,32,33,7,24,,"16,6",5,2,3,4,2,3,0,2,0,0,0.00,2,30272.50,30,4155.07,204,314.25,1545,48.40,37867,22.55,74594,12.85
732,2008-02-26,5,6,11,16,17,25,44,7,15,,11,5,2,4,3,2,3,1,0,1,0,0.00,0,0.00,29,5835.97,203,288.60,1643,41.60,38143,20.50,74779,11.70
731,2008-02-19,3,11,19,21,23,24,33,29,42,,"3,21",4,3,6,1,1,2,3,1,0,0,0.00,4,12498.50,42,2450.69,204,259.50,1945,31.75,40532,17.40,65262,12.10
730,2008-02-12,3,5,13,21,28,29,41,38,42,,"29,5",4,3,6,1,2,1,3,0,1,1,6000000.00,3,21179.00,39,3354.15,239,281.50,2370,33.10,49654,18.05,72746,13.80
729,2008-02-05,2,4,5,10,12,25,29,15,39,,2,5,2,3,4,4,1,2,0,0,0,0.00,1,59224.00,51,2390.80,255,245.90,2445,29.90,49874,16.75,77263,12.15
728,2008-01-29,2,7,20,30,32,33,39,9,13,,39,3,4,3,4,2,1,1,3,0,0,0.00,3,17401.33,22,4885.41,167,331.00,1287,50.10,32346,22.80,63404,13.05
727,2008-01-22,15,19,21,22,26,39,45,18,37,,,4,3,5,2,0,2,3,1,1,2,10000000.00,10,19031.40,115,3407.15,671,300.30,6405,36.70,131405,20.45,229410,13.15
726,2008-01-15,5,7,13,14,16,18,38,23,26,,14,6,1,3,4,2,4,0,1,0,0,0.00,3,45141.67,67,4161.45,490,292.65,4042,41.40,93241,20.50,171458,12.50
725,2008-01-08,10,11,12,14,21,29,31,26,33,,"21,10",5,2,4,3,1,3,2,1,0,0,0.00,1,112826.00,58,4005.00,417,286.50,3645,38.25,82106,19.40,138548,12.90
724,2008-01-01,5,10,13,17,18,21,37,27,43,,,6,1,5,2,2,3,1,1,0,0,0.00,1,77600.00,55,2904.80,295,278.55,2689,35.65,57580,19.05,103820,11.85
