Draw,Date,Winning Number 1,2,3,4,5,6,7,Supplementary Number 1,2,3,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
1249,2018-01-23,16,21,25,28,31,33,44,1,35,,,2,5,4,3,0,1,3,2,1,0,0.00,3,42456.45,40,6555.80,368,366.45,3175,49.55,69860,25.75,122842,16.40
1248,2018-01-16,4,7,9,23,26,30,37,5,38,,"9,26",3,4,4,3,3,0,3,1,0,0,0.00,1,93616.20,86,2241.15,307,322.90,3105,37.25,62259,21.25,97783,15.15
1247,2018-01-09,1,8,9,26,40,43,45,27,34,,"1,8,26,43",3,4,4,3,3,0,1,1,2,1,2082386.03,3,29527.70,63,2894.85,220,426.35,2525,43.35,52590,23.80,83236,16.85
1246,2018-01-02,1,8,12,26,28,30,43,7,11,,30,3,4,2,5,2,1,3,0,1,4,10000000.00,18,24274.35,242,3717.25,1550,298.50,11670,46.25,254860,24.20,469848,14.70
1245,2017-12-26,2,7,9,30,37,41,45,23,33,,37,3,4,5,2,3,0,1,1,2,0,0.00,3,93244.65,142,4055.80,804,368.40,6640,52.05,153652,25.70,277395,15.95
1244,2017-12-19,5,18,26,34,35,37,44,1,36,,35,2,5,3,4,1,1,1,3,1,0,0.00,8,32128.20,102,5187.95,676,402.60,5956,53.30,138747,26.15,245275,16.60
1243,2017-12-12,3,4,6,7,31,35,43,2,5,,4,4,3,5,2,4,0,0,2,1,0,0.00,5,42876.45,116,3804.95,621,365.55,5420,48.85,127227,23.80,223458,15.20
1242,2017-12-05,4,9,22,26,28,34,45,15,43,,"9,28",3,4,2,5,2,0,3,1,1,0,0.00,4,46433.90,85,4498.80,538,365.55,4589,50.00,105153,24.95,188114,15.60
1241,2017-11-28,3,7,9,16,19,28,35,1,10,,16,5,2,5,2,3,2,1,1,0,0,0.00,3,40612.35,77,3257.70,431,299.30,3901,38.60,83446,20.60,145944,13.20
1240,2017-11-21,14,15,16,23,26,33,45,5,24,,"15,16",3,4,4,3,0,3,2,1,1,0,0.00,0,0.00,26,10529.40,216,438.75,1969,56.15,46541,27.15,87119,16.25
1239,2017-11-14,1,3,5,15,16,25,30,12,40,,30,5,2,5,2,3,2,2,0,0,2,20000000.00,17,27201.35,261,3647.70,1589,308.15,13251,43.10,288542,22.65,489172,14.95
1238,2017-11-07,4,12,13,26,30,37,45,10,17,,30,3,4,3,4,1,2,2,1,1,0,0.00,16,22162.65,136,5368.10,1055,355.90,8691,50.40,200812,24.95,368411,15.25
1237,2017-10-31,6,21,23,30,32,42,44,9,29,,44,2,5,2,5,1,0,3,1,2,0,0.00,8,25077.75,71,5817.55,559,380.00,4564,54.30,106429,26.60,194292,16.35
1236,2017-10-24,9,15,22,31,35,40,44,32,36,,40,3,4,4,3,1,1,1,3,1,0,0.00,3,53021.15,62,5282.00,368,457.65,3654,53.75,85272,26.35,146310,17.20
1235,2017-10-17,7,23,32,38,39,40,41,19,35,,7,1,6,4,3,1,0,1,4,1,0,0.00,2,53296.45,33,6650.20,266,424.30,2332,56.45,54685,27.50,102671,16.45
1234,2017-10-10,7,12,17,20,28,31,42,1,25,,7,4,3,3,4,1,3,1,1,1,0,0.00,3,28956.60,49,3650.00,314,292.95,2531,42.40,54369,22.55,95448,14.40
1233,2017-10-03,7,9,14,26,30,36,43,38,41,,14,3,4,3,4,2,1,2,1,1,1,15000000.00,2,105545.05,112,3880.35,582,384.05,5772,45.20,123881,24.05,200996,16.60
1232,2017-09-26,6,8,13,14,33,41,45,15,42,,"6,14",4,3,4,3,2,2,0,1,2,0,0.00,6,30019.85,85,4362.75,470,405.80,4427,50.25,98067,25.95,169899,16.80
1231,2017-09-19,6,14,15,29,31,37,42,30,45,,,3,4,4,3,1,2,1,2,1,0,0.00,1,106633.00,37,5933.45,243,464.65,2533,52.00,55853,26.95,97423,17.30
1230,2017-09-12,1,12,20,24,41,44,45,6,38,,45,3,4,3,4,1,2,1,0,3,0,0.00,3,28662.55,36,4917.60,243,374.65,1963,54.10,46483,26.10,80120,17.00
1229,2017-09-05,4,8,16,27,28,35,45,22,34,,8,3,4,3,4,2,1,2,1,1,1,30000000.00,9,38335.35,133,5340.85,920,397.10,8778,48.55,200330,24.30,351082,15.55
1228,2017-08-29,8,21,22,23,24,36,44,4,37,,,3,4,2,5,1,0,4,1,1,0,0.00,6,33642.80,98,4240.70,586,364.75,4918,50.70,113839,25.05,206544,15.45
1227,2017-08-22,7,12,14,16,40,41,43,37,38,,43,4,3,3,4,1,3,0,1,2,0,0.00,5,36376.35,78,4800.80,454,424.20,4187,53.65,94822,27.10,170549,16.85
1226,2017-08-15,4,8,13,17,25,33,43,15,23,,"25,43",4,3,5,2,2,2,1,1,1,0,0.00,2,61578.95,72,3521.65,470,277.45,3525,43.15,75088,23.15,138524,14.05
1225,2017-08-08,6,15,21,25,40,43,45,19,26,,43,3,4,5,2,1,1,2,1,2,0,0.00,2,46326.10,27,7065.00,260,377.30,2019,56.70,49324,26.50,91871,15.95
1224,2017-08-01,3,9,13,16,37,41,43,11,26,,,4,3,6,1,2,2,0,1,2,1,5000000.00,5,23936.80,58,4248.40,333,380.55,2828,52.30,65635,25.75,123009,15.40
1223,2017-07-25,1,4,6,15,22,29,39,7,14,,29,5,2,4,3,3,1,2,1,0,0,0.00,1,90648.15,51,3659.40,286,335.60,2517,44.50,54495,23.50,102393,14.00
1222,2017-07-18,2,7,19,21,23,29,45,37,43,,,4,3,6,1,2,1,3,0,1,3,16666666.67,14,46995.50,374,3621.85,2173,320.60,19635,41.40,416524,22.30,683848,15.20
1221,2017-07-11,4,22,30,36,37,39,40,14,35,,37,2,5,2,5,1,0,2,4,0,0,0.00,11,40835.60,196,4718.40,1278,372.15,10348,53.60,247122,25.65,443456,16.05
1220,2017-07-04,7,18,28,33,35,37,43,19,21,,,2,5,5,2,1,1,1,3,1,0,0.00,7,47941.00,158,4372.90,1095,324.50,8583,48.30,198555,23.85,366893,14.45
1219,2017-06-27,3,6,8,22,26,40,41,27,32,,,4,3,2,5,3,0,2,1,1,0,0.00,7,27251.00,114,3445.05,571,353.75,4864,48.45,110430,24.40,193870,15.55
1218,2017-06-20,13,16,17,21,23,25,28,2,34,,13,4,3,5,2,0,3,4,0,0,0,0.00,6,26453.15,92,3551.90,506,332.10,4672,41.95,99702,22.45,168093,14.95
1217,2017-06-13,2,4,9,10,13,14,43,12,45,,10,6,1,3,4,4,2,0,0,1,0,0.00,2,50819.45,44,4755.85,302,356.35,2661,47.20,61125,23.45,104851,15.35
1216,2017-06-06,10,11,15,19,23,30,34,2,26,,19,4,3,4,3,1,3,2,1,0,0,0.00,2,43114.60,39,4552.05,292,312.70,2323,45.85,54707,22.25,97192,14.05
1215,2017-05-30,1,4,13,19,26,31,35,25,37,,4,4,3,5,2,2,2,1,2,0,1,40000000.00,7,61293.50,238,3711.55,1233,368.45,11466,46.20,254175,23.85,438921,15.45
1214,2017-05-23,2,4,12,17,20,22,38,16,35,,22,6,1,1,6,2,3,1,1,0,0,0.00,9,38124.60,176,4013.80,1054,344.70,9315,45.50,205074,23.60,342578,15.85
1213,2017-05-16,9,14,21,22,27,41,43,4,8,,,4,3,5,2,1,1,3,0,2,0,0.00,7,28792.60,69,6013.80,653,326.80,4880,51.00,110026,25.85,205338,15.55
1212,2017-05-09,1,3,15,16,20,33,45,12,39,,,5,2,5,2,2,3,0,1,1,0,0.00,4,34625.25,72,3960.40,407,360.30,3412,50.15,77191,25.35,132920,16.50
1211,2017-05-02,2,9,17,19,22,28,38,33,41,,28,5,2,3,4,2,2,2,1,0,0,0.00,2,50625.25,54,3860.30,316,339.25,2706,46.20,62218,22.95,95721,16.75
1210,2017-04-25,11,27,28,37,41,43,45,4,31,,27,1,6,6,1,0,1,2,1,3,0,0.00,1,72150.60,34,4369.00,205,372.65,1986,44.90,42723,23.85,72530,15.75
1209,2017-04-18,13,27,29,33,39,42,44,15,31,,,1,6,5,2,0,1,2,2,2,3,3333333.34,4,38243.95,84,3749.40,420,385.65,4008,47.15,85545,25.25,148742,16.25
1208,2017-04-11,1,21,23,25,28,38,45,2,33,,"1,23,45",2,5,5,2,1,0,4,1,1,0,0.00,4,28516.45,57,4120.00,303,398.60,2777,50.75,63032,25.55,108665,16.60
1207,2017-04-04,1,6,8,23,33,36,45,27,43,,"23,45",3,4,4,3,3,0,1,2,1,0,0.00,1,87025.15,34,5269.70,238,387.15,2340,45.95,50159,24.50,88101,15.65
1206,2017-03-28,12,22,23,37,39,41,45,18,20,,,2,5,5,2,0,1,2,2,2,1,15000000.00,2,91228.85,118,3183.45,492,392.65,4221,53.40,95867,26.85,170274,16.95
1205,2017-03-21,6,15,25,27,31,33,44,19,26,,"6,25,31",2,5,5,2,1,1,2,2,1,0,0.00,2,76995.35,56,5661.40,403,404.60,3759,50.60,84995,25.60,152868,15.95
1204,2017-03-14,2,6,10,14,25,28,31,8,33,,6,4,3,2,5,3,1,2,1,0,0,0.00,5,22208.00,57,4010.75,428,274.70,3280,41.80,67732,23.15,116173,15.10
1203,2017-03-07,4,6,17,18,21,33,37,1,8,,"17,33,37",5,2,4,3,2,2,1,2,0,0,0.00,1,87777.75,38,4755.75,263,353.40,2141,50.65,48928,25.35,91809,15.15
1202,2017-02-28,2,17,26,27,33,37,42,4,44,,,2,5,4,3,1,1,2,2,1,1,10000000.00,7,24724.55,71,5018.65,510,359.30,4266,50.10,95240,25.65,167209,16.40
1201,2017-02-21,5,9,19,28,31,41,45,1,37,,"9,45",3,4,6,1,2,1,1,1,2,0,0.00,4,28477.55,55,4264.00,391,308.45,2879,48.90,65109,24.70,120335,15.00
1200,2017-02-14,1,7,9,30,38,39,45,14,28,,,3,4,5,2,3,0,1,2,1,0,0.00,1,94270.40,32,6065.20,233,428.40,2224,52.35,51119,26.05,90890,16.40
1199,2017-02-07,4,8,20,29,32,37,40,7,17,,"8,20",3,4,2,5,2,1,1,3,0,2,15000000.00,9,38039.65,159,4433.05,1030,351.95,8639,48.95,192034,25.15,345833,15.65
1198,2017-01-31,3,8,18,20,24,30,38,21,44,,"20,24",4,3,1,6,2,2,2,1,0,0,0.00,18,15024.55,143,3893.65,870,329.15,7541,44.30,159737,23.90,271258,15.80
1197,2017-01-24,17,20,24,27,31,34,43,6,29,,31,2,5,4,3,0,2,2,2,1,0,0.00,6,36636.20,106,4269.50,702,331.55,5659,48.00,124021,25.00,222416,15.65
1196,2017-01-17,2,7,21,22,31,37,39,1,40,,2,4,3,5,2,2,0,2,3,0,0,0.00,4,46522.85,84,4561.05,494,398.85,4775,48.15,105942,24.80,181163,16.25
1195,2017-01-10,2,12,17,18,34,41,43,16,22,,"12,17",4,3,3,4,1,3,0,1,2,0,0.00,3,39205.00,52,4656.70,296,420.70,2494,58.25,58929,28.20,110976,16.75
1194,2017-01-03,1,12,15,17,23,24,27,29,41,,27,4,3,5,2,1,3,3,0,0,0,0.00,1,75771.15,37,4216.20,210,382.05,1988,47.10,46166,23.15,75562,15.85
1193,2016-12-27,7,25,27,28,33,34,35,38,41,,25,1,6,5,2,1,0,3,3,0,2,2500000.00,0,0.00,56,4430.75,189,454.45,2336,42.90,44415,25.80,73794,17.40
1192,2016-12-20,14,16,25,26,29,36,45,3,7,,,2,5,3,4,0,2,3,1,1,0,0.00,2,41238.40,43,3948.95,222,393.35,1889,53.95,42745,27.25,85028,15.35
1191,2016-12-13,17,20,31,34,37,39,44,24,29,,"17,34",2,5,4,3,0,2,0,4,1,1,10000000.00,6,24954.30,68,4533.20,385,411.75,3578,51.70,77798,27.15,138374,17.10
1190,2016-12-06,15,17,30,34,35,43,45,14,23,,35,2,5,5,2,0,2,1,2,2,0,0.00,4,27222.65,33,6793.55,276,417.75,2332,57.70,55458,27.70,97381,17.70
1189,2016-11-29,12,22,28,31,32,35,42,1,39,,"31,32",2,5,2,5,0,1,2,3,1,0,0.00,2,43626.85,48,3742.50,238,388.20,2220,48.55,47654,25.85,79200,17.45
1188,2016-11-22,11,17,30,31,32,43,45,7,10,,11,2,5,5,2,0,2,1,2,2,1,2100569.11,2,44674.35,30,6131.80,228,414.95,1756,62.85,43374,29.10,86267,16.40
1187,2016-11-15,7,11,15,16,18,26,27,21,30,,7,5,2,4,3,1,4,2,0,0,3,5000000.00,6,35933.95,110,4035.35,765,298.40,6115,43.55,135113,22.55,245938,13.85
1186,2016-11-08,2,5,7,13,22,36,42,18,23,,22,5,2,3,4,3,1,1,1,1,0,0.00,6,29425.55,109,3334.80,670,279.00,5109,42.70,108102,23.05,192998,14.50
1185,2016-11-01,6,9,17,22,27,41,43,8,36,,,4,3,5,2,2,1,2,0,2,0,0.00,1,101271.85,49,4255.10,306,350.40,2744,45.60,63041,22.70,114688,13.95
1184,2016-10-25,5,8,20,33,34,36,37,17,40,,37,3,4,3,4,2,1,0,4,0,0,0.00,4,19246.20,35,4528.50,205,397.65,1757,54.15,44986,24.15,81657,14.90
1183,2016-10-18,3,6,9,13,23,37,43,32,38,,3,4,3,6,1,3,1,1,1,1,1,2000000.00,1,81158.45,123,1358.45,296,290.30,3619,27.70,59875,19.15,84359,15.20
1182,2016-10-11,3,8,18,21,25,27,38,23,35,,3,4,3,4,3,2,1,3,1,0,2,7500000.00,10,16788.05,102,3388.60,694,256.15,5239,39.60,117093,20.25,200059,13.30
1181,2016-10-04,3,4,10,12,14,28,41,5,32,,3,5,2,2,5,3,2,1,0,1,0,0.00,5,28484.70,70,4188.95,492,306.50,4194,41.95,94561,21.25,163204,13.80
1180,2016-09-27,3,13,21,26,32,36,45,14,31,,,3,4,4,3,1,1,2,2,1,0,0.00,4,26096.40,77,2791.05,352,314.00,3230,39.90,68127,21.65,112642,14.65
1179,2016-09-20,4,12,27,31,33,34,39,20,36,,,2,5,4,3,1,1,1,4,0,0,0.00,2,41880.90,46,3748.95,241,368.00,2104,49.20,48425,24.40,90571,14.65
1178,2016-09-13,1,3,19,29,30,42,44,23,28,,"29,44",3,4,4,3,2,1,2,0,2,1,10000000.00,2,85518.65,82,4294.35,489,370.35,4403,48.00,106554,22.65,195564,13.85
1177,2016-09-06,8,16,27,29,37,39,44,38,43,,"16,27",2,5,4,3,1,1,2,2,1,0,0.00,2,56253.20,54,4289.45,318,374.60,3003,46.30,68214,23.30,116471,15.30
1176,2016-08-30,9,12,16,22,27,33,43,15,31,,,4,3,4,3,1,2,2,1,1,0,0.00,3,27781.55,48,3574.85,302,292.20,2436,42.25,52626,22.35,90252,14.60
1175,2016-08-23,1,5,15,21,32,36,45,9,31,,36,4,3,5,2,2,1,1,2,1,2,20000000.00,12,34299.05,242,3501.60,1365,319.25,11660,43.60,256198,22.70,455994,14.30
1174,2016-08-16,9,11,20,24,27,36,44,10,31,,11,3,4,3,4,1,2,2,1,1,0,0.00,8,39039.60,176,3653.45,980,337.45,8865,43.50,200983,21.95,352857,14.00
1173,2016-08-09,2,11,13,18,26,33,41,6,34,,33,4,3,4,3,1,3,1,1,1,0,0.00,10,23769.50,132,3707.35,725,347.15,6648,44.15,147182,22.80,257744,14.60
1172,2016-08-02,1,7,8,27,31,33,45,2,41,,"1,31",3,4,6,1,3,0,1,2,1,0,0.00,1,167080.75,98,3510.10,563,314.25,5202,39.70,114079,20.70,193823,13.65
1171,2016-07-26,1,4,11,22,30,31,38,25,26,,"4,22",4,3,3,4,2,1,2,2,0,0,0.00,5,27654.80,55,5176.05,460,318.30,3929,43.45,90278,21.60,159535,13.70
1170,2016-07-19,4,7,22,32,34,41,45,23,36,,,3,4,3,4,2,0,1,2,2,0,0.00,2,52306.30,52,4141.90,287,385.95,2517,51.35,58172,25.40,106202,15.60
1169,2016-07-12,1,11,19,24,28,29,39,37,38,,,3,4,5,2,1,2,3,1,0,0,0.00,2,41842.20,45,3828.70,273,324.55,2522,41.00,56666,20.85,90640,14.60
1168,2016-07-05,2,9,14,31,37,41,43,1,17,,,3,4,5,2,2,1,0,2,2,1,20000000.00,6,44035.50,130,4184.35,899,311.20,6703,48.70,152091,24.55,274614,15.20
1167,2016-06-28,11,13,16,19,24,32,44,26,38,,"16,44",4,3,3,4,0,4,1,1,1,0,0.00,5,41243.65,101,4203.65,593,368.20,5391,47.25,125094,23.25,220816,14.80
1166,2016-06-21,2,5,16,28,36,42,44,22,25,,44,3,4,1,6,2,1,1,1,2,0,0.00,3,54928.35,79,4294.45,562,310.45,4130,49.30,95350,24.40,177809,14.65
1165,2016-06-14,18,20,22,25,29,44,45,36,40,,"22,29",3,4,3,4,0,2,3,0,2,0,0.00,2,49150.75,41,4936.25,264,394.25,2626,46.25,58572,23.70,104187,14.95
1164,2016-06-07,6,8,14,16,22,29,34,19,38,,6,5,2,1,6,2,2,2,1,0,0,0.00,1,84350.90,48,3618.00,299,298.70,2479,42.05,55113,21.60,97357,13.70
1163,2016-05-31,6,9,15,21,23,33,44,1,29,,,4,3,5,2,2,1,2,1,1,1,2051774.06,3,29073.85,35,5130.70,290,318.45,2463,43.75,53060,23.20,96574,14.30
1162,2016-05-24,4,5,11,22,25,32,38,20,40,,5,4,3,3,4,2,1,2,2,0,1,40000000.00,20,20116.05,208,3982.25,1317,323.45,11300,44.00,252377,22.50,439445,14.50
1161,2016-05-17,5,10,18,21,24,42,44,3,35,,"21,44",4,3,2,5,2,1,2,0,2,0,0.00,9,34867.45,155,4168.20,945,351.60,8428,46.00,189178,23.40,339409,14.65
1160,2016-05-10,20,21,22,26,27,36,44,25,32,,20,3,4,2,5,0,1,4,1,1,0,0.00,9,27375.90,122,4157.85,815,320.10,6652,45.75,151048,23.05,259180,15.05
1159,2016-05-03,9,11,18,20,30,33,42,2,27,,,4,3,3,4,1,3,1,1,1,0,0.00,3,52076.90,85,3784.15,520,318.10,4232,45.60,94863,23.25,179378,13.80
1158,2016-04-26,1,5,6,15,19,41,45,3,20,,5,5,2,6,1,3,2,0,0,2,0,0.00,5,26151.55,100,2692.05,492,281.40,4090,39.50,85165,21.70,156547,13.20
1157,2016-04-19,5,22,25,29,33,40,42,21,39,,42,2,5,4,3,1,0,3,2,1,0,0.00,2,50832.85,48,4360.65,262,410.85,2443,51.40,57386,25.00,101873,15.80
1156,2016-04-12,18,23,31,35,39,42,43,5,37,,,1,6,5,2,0,1,1,3,2,0,0.00,2,41539.70,41,4171.85,266,330.70,2008,51.10,46024,25.50,84473,15.55
1155,2016-04-05,2,3,15,17,28,37,44,4,18,,3,4,3,4,3,2,2,1,1,1,2,2500000.00,2,57497.50,61,3881.20,309,394.05,2863,49.60,66802,24.30,125618,14.50
1154,2016-03-29,3,9,12,26,33,38,39,23,44,,"9,38",3,4,4,3,2,1,1,3,0,0,0.00,2,41365.00,30,5677.55,260,336.90,2080,49.15,48589,24.05,88177,14.85
1153,2016-03-22,1,9,17,19,32,37,38,22,41,,"32,37,38",4,3,5,2,2,2,0,3,0,1,40000000.00,11,31761.00,153,4701.25,959,385.75,8633,50.00,203472,24.25,368115,15.00
1152,2016-03-15,2,8,12,13,32,37,38,11,23,,,4,3,2,5,2,2,0,3,0,0,0.00,8,34711.70,123,4648.15,815,360.75,7137,48.05,164518,23.85,308040,14.25
1151,2016-03-08,1,9,21,24,35,44,45,6,10,,,3,4,5,2,2,0,2,1,2,0,0.00,3,82239.75,113,4495.15,714,365.85,6315,48.25,143876,24.20,263342,14.80
1150,2016-03-01,3,5,20,27,30,32,41,15,40,,5,3,4,4,3,2,1,2,1,1,0,0.00,7,27298.10,98,4014.45,597,338.90,5119,46.10,115835,23.30,208661,14.50
1149,2016-02-23,1,5,18,21,22,36,39,7,38,,22,5,2,4,3,2,1,2,2,0,0,0.00,6,27799.30,85,4040.05,550,321.10,4344,47.45,101550,23.20,186471,14.15
1148,2016-02-16,13,15,22,28,33,37,45,21,27,,"22,37",3,4,5,2,0,2,2,2,1,0,0.00,5,21719.05,43,5199.50,338,340.20,2769,48.45,64534,23.75,123056,13.95
1147,2016-02-09,6,11,22,30,35,37,40,9,16,,22,3,4,3,4,1,1,2,3,0,0,0.00,0,0.00,53,4734.70,223,389.50,2163,46.85,48158,24.05,83978,15.45
1146,2016-02-02,2,5,7,9,19,22,44,28,36,,5,6,1,4,3,4,1,1,0,1,1,30000000.00,12,25435.25,219,2869.40,1239,260.85,10679,35.30,217388,19.80,354657,13.60
1145,2016-01-26,5,13,23,24,26,35,41,9,34,,13,2,5,5,2,1,1,3,1,1,0,0.00,4,62263.90,110,4661.45,700,376.70,6425,47.90,147953,23.75,257777,15.30
1144,2016-01-19,1,10,12,13,25,31,34,15,38,,"10,34",4,3,4,3,2,2,1,2,0,0,0.00,5,43705.95,88,5112.65,600,385.65,5779,46.70,132231,23.35,231445,14.95
1143,2016-01-12,9,10,17,24,34,35,43,8,33,,43,3,4,4,3,2,1,1,2,1,0,0.00,3,63325.45,94,4160.95,531,378.80,4595,51.05,105630,25.40,194581,15.45
1142,2016-01-05,18,19,25,31,33,37,43,13,34,,"37,43",2,5,6,1,0,2,1,3,1,0,0.00,5,19139.00,56,3518.20,395,256.50,2463,48.00,55062,24.55,104433,14.50
1141,2015-12-29,4,9,16,28,35,37,43,3,20,,,3,4,4,3,2,1,1,2,1,0,0.00,2,39061.20,30,5361.35,209,395.80,1852,52.10,42917,25.70,80971,15.25
1140,2015-12-22,10,20,26,27,29,34,44,2,19,,"20,44",2,5,2,5,1,1,3,1,1,1,30000000.00,8,35683.10,126,4664.45,909,332.50,7981,44.20,178632,22.55,319729,14.15
1139,2015-12-15,4,6,8,20,33,37,44,1,2,,8,4,3,2,5,3,1,0,2,1,0,0.00,2,121899.85,88,5703.85,799,323.10,6455,46.65,146708,23.45,271907,14.20
1138,2015-12-08,8,11,14,19,30,36,40,5,16,,"8,14",4,3,2,5,1,3,1,2,0,0,0.00,4,45680.20,127,2962.10,648,298.55,5618,40.20,118664,21.75,209164,13.80
1137,2015-12-01,5,7,8,13,14,15,29,27,28,,,6,1,5,2,3,3,1,0,0,0,0.00,14,11292.65,149,2184.55,714,234.45,5695,34.30,116553,19.15,206216,12.15
1136,2015-11-24,1,9,12,22,24,25,30,6,39,,,4,3,3,4,2,1,4,0,0,0,0.00,5,21716.95,63,3548.55,394,291.80,3282,40.85,70600,21.70,120954,14.20
1135,2015-11-17,5,16,19,26,29,32,39,1,4,,,3,4,4,3,1,2,2,2,0,0,0.00,1,84711.40,57,3059.75,310,289.35,2433,43.00,52806,22.65,92504,14.50
1134,2015-11-10,20,22,23,25,33,34,36,13,21,,,2,5,3,4,0,1,3,3,0,1,35000000.00,16,19480.25,204,3145.60,1067,309.30,8882,43.35,190218,23.15,338241,14.60
1133,2015-11-03,5,19,30,31,32,37,40,24,44,,"5,30",2,5,4,3,1,1,1,4,0,0,0.00,4,55503.75,97,4712.25,596,394.40,5661,48.45,128645,24.35,227281,15.45
1132,2015-10-27,3,5,10,11,18,30,44,31,42,,"10,11",5,2,3,4,3,2,1,0,1,0,0.00,5,32411.50,85,3925.25,475,361.25,4924,40.65,109561,20.90,173816,14.75
1131,2015-10-20,9,10,11,21,35,43,45,40,41,,,4,3,6,1,2,1,1,1,2,0,0.00,6,23532.20,67,4338.70,417,358.50,3564,48.95,83873,23.75,144356,15.50
1130,2015-10-13,28,29,32,34,36,37,41,9,30,,36,0,7,3,4,0,0,2,4,1,0,0.00,1,99526.10,46,4454.50,292,360.90,2533,48.55,52859,26.60,93744,16.80
1129,2015-10-06,2,7,13,21,26,36,42,29,40,,"26,42",4,3,3,4,2,1,2,1,1,0,0.00,2,38778.40,75,2129.00,315,260.70,2883,33.25,55268,19.80,88055,13.95
1128,2015-09-29,1,3,10,12,26,34,42,4,20,,42,4,3,2,5,3,1,1,1,1,1,15000000.00,4,51057.15,92,4570.35,687,314.75,5465,46.15,123138,23.40,223690,14.45
1127,2015-09-22,21,23,27,35,37,42,44,28,32,,,1,6,5,2,0,0,3,2,2,0,0.00,3,55516.05,72,4762.40,548,321.80,4718,43.60,102758,22.90,177200,14.85
1126,2015-09-15,1,2,13,19,29,33,43,9,31,,13,4,3,6,1,2,2,1,1,1,0,0.00,4,26925.35,64,3464.65,488,233.70,3290,40.45,71333,21.30,125976,13.55
1125,2015-09-08,4,9,13,21,24,37,38,28,34,,"13,24",4,3,4,3,2,1,2,2,0,0,0.00,3,27442.10,34,4985.15,273,319.30,2050,49.60,49134,23.65,88506,14.70
1124,2015-09-01,13,18,22,24,25,43,45,12,35,,"18,25,45",3,4,4,3,0,2,3,0,2,1,5000000.00,4,25557.20,57,3692.50,270,400.90,2423,52.10,58474,24.70,107915,15.00
1123,2015-08-25,15,18,19,21,25,34,45,1,30,,25,4,3,5,2,0,3,2,1,1,0,0.00,3,29078.00,39,4605.10,298,309.95,2095,51.45,51328,24.00,97083,14.20
1122,2015-08-18,3,6,7,25,29,32,42,2,22,,32,3,4,4,3,3,0,2,1,1,3,20000000.00,14,51395.10,444,3336.45,2272,335.30,20246,43.90,446731,22.75,801931,14.20
1121,2015-08-11,1,4,9,11,15,32,37,34,44,,9,5,2,5,2,3,2,0,2,0,0,0.00,8,50113.60,165,5002.45,1227,345.95,10369,47.75,242207,23.35,410358,15.45
1120,2015-08-04,8,9,14,19,40,41,44,4,18,,14,4,3,3,4,2,2,0,1,2,0,0.00,13,24010.50,150,4284.25,980,337.25,8476,45.50,190625,23.10,341760,14.45
1119,2015-07-28,14,18,20,25,33,36,38,6,19,,"20,33",3,4,2,5,0,3,1,3,0,0,0.00,7,33793.80,103,4728.45,698,358.85,6035,48.40,138582,24.10,253680,14.75
1118,2015-07-21,3,13,20,21,26,30,33,17,37,,"30,33",4,3,4,3,1,2,3,1,0,0,0.00,6,28575.20,96,3676.95,622,291.85,5337,39.70,114680,21.10,193065,14.05
1117,2015-07-14,2,15,30,33,34,38,44,8,20,,,2,5,2,5,1,1,1,3,1,0,0.00,3,47263.80,57,5121.45,422,355.75,3227,54.30,77707,25.75,149226,15.05
1116,2015-07-07,1,11,17,19,23,27,36,40,45,,11,4,3,6,1,1,3,2,1,0,0,0.00,2,49758.70,72,2845.70,401,262.75,3464,35.50,73316,19.15,112688,13.95
1115,2015-06-30,2,10,11,13,22,29,33,8,9,,2,5,2,4,3,2,2,2,1,0,0,0.00,2,41399.95,49,3479.00,384,228.30,2861,35.75,59867,19.55,110401,11.85
1114,2015-06-23,2,5,9,19,27,36,45,7,41,,,4,3,5,2,3,1,1,1,1,1,15000000.00,4,48509.65,154,2594.10,821,250.25,6660,36.00,132243,20.70,228566,13.45
1113,2015-06-16,4,7,8,17,20,30,40,28,45,,7,5,2,2,5,3,2,1,1,0,0,0.00,6,26027.45,120,2679.30,596,277.45,5463,35.30,110228,20.00,181769,13.60
1112,2015-06-09,5,7,10,14,15,21,32,16,31,,21,6,1,4,3,3,2,1,1,0,0,0.00,7,14881.50,60,3574.45,369,298.90,3321,38.75,72220,20.35,119751,13.75
1111,2015-06-02,2,17,18,21,30,33,37,32,43,,,4,3,4,3,1,2,2,2,0,0,0.00,1,86669.60,43,4149.70,248,370.05,2121,50.50,49071,24.95,84010,16.30
1110,2015-05-26,9,26,32,39,40,42,44,4,11,,,1,6,2,5,1,0,1,3,2,1,30000000.00,13,24363.35,202,3228.10,939,357.15,8842,44.25,186640,23.95,324546,15.45
1109,2015-05-19,2,4,6,14,16,25,27,21,45,,27,5,2,2,5,3,2,2,0,0,0,0.00,7,37735.25,148,3674.55,1115,250.85,7846,41.60,171474,21.75,293581,14.25
